lei,scope,refPeriod,bank_name,home_country,largest_country,n_countries,total_exposure_eur,domestic_share,country_hhi,x28_share,reliable
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Greece,4,96535000000.00,0.9521,0.9073,0.0000,true
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Ireland,98,82321649758.74,0.7653,0.6051,0.0000,true
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Ireland,93,85046261007.78,0.7582,0.5941,0.0000,true
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Ireland,105,94133337063.33,0.6863,0.5436,0.0000,true
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Ireland,104,92749649819.99,0.7013,0.5556,0.0000,true
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Romania,31,2213077.15,0.9940,0.9881,0.0000,true
635400JLGKETPVVGPW53,CON,2025-12-31,De Lage Landen International B.V.,Netherlands,United States,26,49297399200.00,0.1372,0.1454,0.0010,true
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Cyprus,42,12642063007.00,0.0001,0.7059,0.0005,true
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Cyprus,45,12888561883.00,0.0000,0.6709,0.0004,true
6TJCK1B7E7UTXP528Y04,IND,2025-12-31,Citigroup Global Markets Europe AG,Germany,United Kingdom,53,6855856078.13,0.0814,0.1465,0.0000,true
724500973ODKK3IFQ447,CON,2025-12-31,Adyen N.V.,Netherlands,Netherlands,65,1437113030.64,0.4624,0.2962,0.0000,true
724500A1FNICHSDF2I11,CON,2025-06-30,ASN Bank N.V.,Netherlands,Netherlands,14,48867922063.00,0.9572,0.9167,0.0001,true
724500A1FNICHSDF2I11,CON,2025-12-31,ASN Bank N.V.,Netherlands,Netherlands,14,50715475367.44,0.9544,0.9114,0.0001,true
724500JIWG886A9RRT57,CON,2025-06-30,RBS Holdings N.V.,Netherlands,France,15,7278386752.95,0.1679,0.1628,0.0294,true
724500PMK2A2M1SQQ228,CON,2025-12-31,Triodos Bank N.V.,Netherlands,Netherlands,20,12383303000.00,0.5394,0.3437,0.0000,true
724500SF1CI8OD5AHI07,CON,2025-12-31,HCBG Holding B.V.,Netherlands,Netherlands,34,1353160853.56,0.1742,0.0887,0.0000,true
724500ZNT2I60RYZQI38,IND,2025-12-31,Anadolubank Nederland N.V.,Netherlands,Türkiye,25,690816115.00,0.1589,0.1535,0.0000,true
7437003B5WFBOIEFY714,CON,2025-06-30,OP Osuuskunta,Finland,Finland,17,115717000000.00,0.8842,0.8069,0.0149,true
7437003B5WFBOIEFY714,CON,2025-12-31,OP Osuuskunta,Finland,Finland,26,116833000000.00,0.8768,0.7912,0.0133,true
7437005892K69S3MW344,CON,2025-12-31,Säästöpankkiliitto osk,Finland,Sweden,17,10459897545.20,0.0000,0.1527,0.9857,false
7437006WYM821IJ3MN73,CON,2025-12-31,Ålandsbanken Abp,Finland,Finland,18,4406089026.20,0.6631,0.4991,0.0049,true
743700FTBNXAUN57RH30,CON,2025-12-31,S-Pankki Oyj,Finland,Finland,18,12641400000.00,0.9662,0.9347,0.0006,true
743700GC62JLHFBUND16,CON,2025-12-31,Aktia Bank Abp,Finland,Finland,28,8976578093.58,0.9191,0.8641,0.0108,true
743700PW2HDTPU3YRJ31,CON,2025-12-31,POP Pankkikeskus osk,Finland,Sweden,18,5116653084.22,0.0000,0.1989,0.9807,false
747DLM6L5TO7LXZY5T60,IND,2025-10-31,Scotiabank (Ireland) Designated Activity Company,Ireland,Germany,19,5222436062.31,0.0205,0.1164,0.0000,true
7CUNS533WID6K7DGFI87,CON,2025-06-30,"CaixaBank, S.A.",Spain,Spain,199,407149034028.00,0.7876,0.6283,0.0000,true
7CUNS533WID6K7DGFI87,CON,2025-12-31,"CaixaBank, S.A.",Spain,Spain,197,421510728810.00,0.7813,0.6186,0.0000,true
7LTWFZYICNSX8D621K86,CON,2025-06-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Germany,62,718768100838.87,0.3616,0.2192,0.0442,true
7LTWFZYICNSX8D621K86,CON,2025-12-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Germany,61,742653113143.26,0.3502,0.2135,0.0466,true
7LVZJ6XRIE7VNZ4UBX81,CON,2025-06-30,BANCA MEDIOLANUM S.P.A.,Italy,Italy,17,24748551078.00,0.9027,0.8214,0.0005,true
7LVZJ6XRIE7VNZ4UBX81,CON,2025-12-31,BANCA MEDIOLANUM S.P.A.,Italy,Italy,19,24245920456.00,0.8941,0.8071,0.0005,true
7V6Z97IO7R1SEAO84Q32,CON,2025-12-31,SpareBank 1 SMN,Norway,Norway,24,29965180023.12,0.9933,0.9867,0.0000,true
8156003D79D064FB5360,IND,2025-12-31,CASSA LOMBARDA - S.P.A.,Italy,Italy,20,401288929.00,0.9070,0.8276,0.0023,true
8156005420362AE59184,CON,2025-12-31,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,Italy,94,21612627711.00,0.9447,0.8950,0.0013,true
81560062CEAE87A85C80,CON,2025-12-31,AREPO BP S.P.A.,Italy,Italy,21,494955705.00,0.7741,0.6201,0.0000,true
