entityID,lei,scope,refPeriod,bank_name,country,institution_type,deklaration,n_deklariert,n_offengelegt,n_ausgelassen,quote_roh,n_erwartbar,n_gegen_erwartung,quote_gegen_erwartung,n_art432_2,n_uneinheitlich,n_untypisch,n_false_mit_daten,n_true_ohne_daten,n_signatur_geteilt,templates_gegen_erwartung
rs:PSNL19R2RXX5U3QWHI44.IND,PSNL19R2RXX5U3QWHI44,IND,2025-12-31,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,Large subsidiaries,stimmig,97,36,61,0.6289,23,2,0.087,0,47,27,0,1,2,73.00|74.00
rs:PWEFG14QWWESISQ84C69.CON,PWEFG14QWWESISQ84C69,CON,2025-12-31,IKB Deutsche Industriebank Aktiengesellschaft,Germany,Other highest EEA,stimmig,76,14,62,0.8158,8,0,0.0,0,38,30,0,0,0,
rs:Q5BP2UEQ48R75BOTCB92.CON,Q5BP2UEQ48R75BOTCB92,CON,2025-06-30,"Československá obchodní banka, a.s.",Czech,Large subsidiaries,stimmig,63,2,61,0.9683,1,0,0.0,0,34,28,0,0,0,
rs:Q5BP2UEQ48R75BOTCB92.CON,Q5BP2UEQ48R75BOTCB92,CON,2025-12-31,"Československá obchodní banka, a.s.",Czech,Large subsidiaries,stimmig,16,12,4,0.25,6,0,0.0,0,10,0,0,1,0,
rs:QS3ZEAHRBZY9228Z0111.IND,QS3ZEAHRBZY9228Z0111,IND,2025-12-31,Bank Julius Baer Europe S.A.,Luxembourg,Other highest EEA,stimmig,76,7,69,0.9079,8,3,0.375,2,38,30,0,0,0,30.01|66.02|80.00
rs:R0MUWSFPU8MPRO8K5P83.CON,R0MUWSFPU8MPRO8K5P83,CON,2025-06-30,BNP Paribas,France,Large highest EEA,stimmig,94,54,40,0.4255,22,1,0.0455,0,38,34,0,0,7,22.01
rs:R0MUWSFPU8MPRO8K5P83.CON,R0MUWSFPU8MPRO8K5P83,CON,2025-09-30,BNP Paribas,France,Large highest EEA,stimmig,63,10,53,0.8413,3,0,0.0,0,6,46,0,0,0,
rs:R0MUWSFPU8MPRO8K5P83.CON,R0MUWSFPU8MPRO8K5P83,CON,2025-12-31,BNP Paribas,France,Large highest EEA,stimmig,114,92,22,0.193,44,0,0.0,0,49,6,0,0,0,
rs:R0MUWSFPU8MPRO8K5P83.CON,R0MUWSFPU8MPRO8K5P83,CON,2026-03-31,BNP Paribas,France,Large highest EEA,stimmig,62,11,51,0.8226,3,0,0.0,0,6,45,0,0,0,
rs:R1IO4YJ0O79SMWVCHB58.IND,R1IO4YJ0O79SMWVCHB58,IND,2025-12-31,Banque centrale de compensation,France,Large highest EEA,stimmig,78,18,60,0.7692,38,24,0.6316,5,39,1,0,7,0,02.00|05.00|19.02|22.01|23.00|24.00|25.00|30.01|30.02|30.03|30.05|64.01|64.03|66.02|67.01|67.02|70.00|71.00|72.00|74.00|80.00|82.00|83.01|84.01
rs:R7CQUF1DQM73HUTV1078.IND,R7CQUF1DQM73HUTV1078,IND,2025-06-30,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,stimmig,92,40,52,0.5652,21,0,0.0,0,37,34,0,0,0,
rs:R7CQUF1DQM73HUTV1078.IND,R7CQUF1DQM73HUTV1078,IND,2025-09-30,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:R7CQUF1DQM73HUTV1078.IND,R7CQUF1DQM73HUTV1078,IND,2025-12-31,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,stimmig,99,63,36,0.3636,44,0,0.0,0,49,6,0,0,0,
rs:RG3IZJKPYQ4H6IQPIC08.IND,RG3IZJKPYQ4H6IQPIC08,IND,2025-06-30,Addiko Bank d.d.,Croatia,Large subsidiaries,stimmig,63,2,61,0.9683,1,0,0.0,0,34,28,0,0,0,
rs:RG3IZJKPYQ4H6IQPIC08.IND,RG3IZJKPYQ4H6IQPIC08,IND,2025-12-31,Addiko Bank d.d.,Croatia,Large subsidiaries,stimmig,86,43,43,0.5,22,0,0.0,0,44,20,0,2,0,
rs:RRUN0TCQ1K2JDV7MXO75.CON,RRUN0TCQ1K2JDV7MXO75,CON,2025-06-30,Oberbank AG,Austria,Other highest EEA,stimmig,63,2,61,0.9683,1,0,0.0,0,0,54,0,0,0,
rs:RRUN0TCQ1K2JDV7MXO75.CON,RRUN0TCQ1K2JDV7MXO75,CON,2025-12-31,Oberbank AG,Austria,Other highest EEA,stimmig,86,45,41,0.4767,11,0,0.0,0,45,30,0,0,0,
rs:RUOKPID0PZ0UWJYU9J61.CON,RUOKPID0PZ0UWJYU9J61,CON,2025-10-31,John Deere Bank S.A.,Luxembourg,Other highest EEA,stimmig,16,4,12,0.75,0,0,,0,0,0,0,1,0,
rs:RY3KI4Q2655O2GIL8D68.CON,RY3KI4Q2655O2GIL8D68,CON,2025-12-31,BANCA INVESTIS S.P.A.,Italy,Other highest EEA,stimmig,76,12,64,0.8421,8,0,0.0,0,38,30,0,1,0,
rs:SI5RG2M0WQQLZCXKRM20.CON,SI5RG2M0WQQLZCXKRM20,CON,2025-06-30,"Banco de Sabadell, S.A.",Spain,Large highest EEA,stimmig,94,94,0,0.0,22,0,0.0,0,38,34,0,47,0,
rs:SI5RG2M0WQQLZCXKRM20.CON,SI5RG2M0WQQLZCXKRM20,CON,2025-09-30,"Banco de Sabadell, S.A.",Spain,Large highest EEA,stimmig,55,55,0,0.0,3,0,0.0,0,6,46,0,45,0,
rs:SI5RG2M0WQQLZCXKRM20.CON,SI5RG2M0WQQLZCXKRM20,CON,2025-12-31,"Banco de Sabadell, S.A.",Spain,Large highest EEA,stimmig,99,99,0,0.0,44,0,0.0,0,49,6,0,32,0,
rs:SI5RG2M0WQQLZCXKRM20.CON,SI5RG2M0WQQLZCXKRM20,CON,2026-03-31,"Banco de Sabadell, S.A.",Spain,Large highest EEA,stimmig,54,10,44,0.8148,3,0,0.0,0,6,45,0,0,0,
rs:SX0CI4F7GVW5530ZMN03.IND,SX0CI4F7GVW5530ZMN03,IND,2025-12-31,Wells Fargo Bank International Unlimited Company,Ireland,Other highest EEA,stimmig,76,11,65,0.8553,8,0,0.0,0,38,30,0,0,0,
rs:TO822O0VT80V06K0FH57.CON,TO822O0VT80V06K0FH57,CON,2025-12-31,"Caixa Geral de Depósitos, S.A.",Portugal,Large highest EEA,stimmig,99,50,49,0.4949,44,3,0.0682,0,49,6,0,2,0,43.00|90.01|91.00
rs:TPS0Q8GFSZF45ZZFL873.CON,TPS0Q8GFSZF45ZZFL873,CON,2025-12-31,Société Générale Luxembourg,Luxembourg,Large subsidiaries,stimmig,76,31,45,0.5921,21,0,0.0,0,37,18,0,0,0,
rs:TUKDD90GPC79G1KOE162.CON,TUKDD90GPC79G1KOE162,CON,2025-06-30,Hamburg Commercial Bank AG,Germany,Large highest EEA,stimmig,86,41,45,0.5233,21,3,0.1429,0,36,29,0,0,1,42.00|43.00|45.00
rs:TUKDD90GPC79G1KOE162.CON,TUKDD90GPC79G1KOE162,CON,2025-09-30,Hamburg Commercial Bank AG,Germany,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:TUKDD90GPC79G1KOE162.CON,TUKDD90GPC79G1KOE162,CON,2025-12-31,Hamburg Commercial Bank AG,Germany,Large highest EEA,stimmig,91,61,30,0.3297,42,3,0.0714,0,45,4,0,0,1,42.00|43.00|45.00
rs:UAIAINAJ28P30E5GWE37.CON,UAIAINAJ28P30E5GWE37,CON,2025-06-30,BGL BNP Paribas,Luxembourg,Large subsidiaries,stimmig,8,1,7,0.875,0,0,,0,3,5,0,0,0,
rs:UAIAINAJ28P30E5GWE37.CON,UAIAINAJ28P30E5GWE37,CON,2025-12-31,BGL BNP Paribas,Luxembourg,Large subsidiaries,stimmig,86,36,50,0.5814,22,1,0.0455,1,44,20,0,0,0,30.05
rs:UI802FYJ52XDB7N4KN18.CON,UI802FYJ52XDB7N4KN18,CON,2025-06-30,BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.),Italy,Large subsidiaries,stimmig,114,10,104,0.9123,10,6,0.6,0,48,36,0,0,0,21.02|41.00|42.00|45.00|68.00|83.01
rs:UI802FYJ52XDB7N4KN18.CON,UI802FYJ52XDB7N4KN18,CON,2025-12-31,BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.),Italy,Large subsidiaries,stimmig,114,38,76,0.6667,24,2,0.0833,0,48,27,0,1,0,68.00|83.01
rs:VDYMYTQGZZ6DU0912C88.CON,VDYMYTQGZZ6DU0912C88,CON,2025-06-30,Bayerische Landesbank,Germany,Large highest EEA,stimmig,86,44,42,0.4884,21,0,0.0,0,36,29,0,0,0,
rs:VDYMYTQGZZ6DU0912C88.CON,VDYMYTQGZZ6DU0912C88,CON,2025-09-30,Bayerische Landesbank,Germany,Large highest EEA,stimmig,55,6,49,0.8909,3,0,0.0,0,6,46,0,0,0,
rs:VDYMYTQGZZ6DU0912C88.CON,VDYMYTQGZZ6DU0912C88,CON,2025-12-31,Bayerische Landesbank,Germany,Large highest EEA,stimmig,86,59,27,0.314,38,0,0.0,0,44,4,0,0,0,
rs:VDYMYTQGZZ6DU0912C88.CON,VDYMYTQGZZ6DU0912C88,CON,2026-03-31,Bayerische Landesbank,Germany,Large highest EEA,stimmig,54,6,48,0.8889,3,0,0.0,0,6,45,0,0,0,
rs:VWMYAEQSTOPNV0SUGU82.CON,VWMYAEQSTOPNV0SUGU82,CON,2025-06-30,"Bankinter, S.A.",Spain,Large highest EEA,stimmig,94,42,52,0.5532,22,0,0.0,0,38,34,0,0,0,
rs:VWMYAEQSTOPNV0SUGU82.CON,VWMYAEQSTOPNV0SUGU82,CON,2025-12-31,"Bankinter, S.A.",Spain,Large highest EEA,stimmig,99,86,13,0.1313,44,0,0.0,0,49,6,0,22,0,
rs:VWMYAEQSTOPNV0SUGU82.CON,VWMYAEQSTOPNV0SUGU82,CON,2026-03-31,"Bankinter, S.A.",Spain,Large highest EEA,stimmig,54,6,48,0.8889,3,0,0.0,0,6,45,0,0,0,
rs:XLEZHWWOI4HFQDGL4793.CON,XLEZHWWOI4HFQDGL4793,CON,2025-09-30,BANK HANDLOWY W WARSZAWIE SA,Poland,Large subsidiaries,stimmig,63,5,58,0.9206,3,0,0.0,0,7,45,0,1,0,
rs:XLEZHWWOI4HFQDGL4793.CON,XLEZHWWOI4HFQDGL4793,CON,2025-12-31,BANK HANDLOWY W WARSZAWIE SA,Poland,Large subsidiaries,stimmig,99,60,39,0.3939,24,1,0.0417,0,48,27,0,3,0,70.00
rs:XLEZHWWOI4HFQDGL4793.CON,XLEZHWWOI4HFQDGL4793,CON,2026-03-31,BANK HANDLOWY W WARSZAWIE SA,Poland,Large subsidiaries,stimmig,62,5,57,0.9194,3,0,0.0,0,7,44,0,1,0,
rs:XTC5E2QFTEF0435JWL77.CON,XTC5E2QFTEF0435JWL77,CON,2025-12-31,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Netherlands,Other highest EEA,stimmig,76,8,68,0.8947,8,0,0.0,0,38,30,0,0,0,
rs:Y28RT6GGYJ696PMW8T44.CON,Y28RT6GGYJ696PMW8T44,CON,2025-12-31,UniCredit csoport,Hungary,Large subsidiaries,stimmig,78,53,25,0.3205,22,1,0.0455,0,38,18,0,2,1,23.00
rs:Y28RT6GGYJ696PMW8T44.CON,Y28RT6GGYJ696PMW8T44,CON,2026-03-31,UniCredit csoport,Hungary,Large subsidiaries,stimmig,2,1,1,0.5,0,0,,0,0,0,0,0,0,
