ebene,entityID,lei,scope,refPeriod,template_id,bank_name,country,trea_eur,versatz_log10,zeitreihe_faktor,decimals_deklariert,anteil_erreicht_genauigkeit,n_zellen,signale,urteil,faktor_geschaetzt
report,rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2026-03-31,,Skandinaviska Enskilda Banken - gruppen,Sweden,92410000000.0,0.471,1,-3.0,1.0,428,,unauffaellig,
report,rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2025-06-30,,Groupe BPCE,France,451900000000.0,1.16,1,-6.0,0.7481,4459,,unauffaellig,
report,rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2025-09-30,,Groupe BPCE,France,455000000000.0,1.142,1,-6.0,0.9893,255,,unauffaellig,
report,rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2025-12-31,,Groupe BPCE,France,463100000000.0,1.25,1,-6.0,0.8022,4181,,unauffaellig,
report,rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2026-03-31,,Groupe BPCE,France,470800000000.0,1.161,1,-6.0,0.9929,442,,unauffaellig,
report,rs:FR969500TJ5KRTCJQWXH.CON,FR969500TJ5KRTCJQWXH,CON,2025-06-30,,Groupe Crédit Agricole,France,,1.324,,-6.0,0.8975,1178,,unauffaellig,
report,rs:FR969500TJ5KRTCJQWXH.CON,FR969500TJ5KRTCJQWXH,CON,2025-12-31,,Groupe Crédit Agricole,France,,1.489,,-6.0,0.9193,1174,,unauffaellig,
report,rs:G8ZTNESVNKW4NN761W05.CON,G8ZTNESVNKW4NN761W05,CON,2025-06-30,,ABN AMRO Clearing Bank N.V.,Netherlands,6518000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:G8ZTNESVNKW4NN761W05.CON,G8ZTNESVNKW4NN761W05,CON,2025-12-31,,ABN AMRO Clearing Bank N.V.,Netherlands,6694000000.0,0.019,1,-3.0,0.9832,797,,unauffaellig,
report,rs:GDI8P8WHFH4PS5YTU851.CON,GDI8P8WHFH4PS5YTU851,CON,2025-06-30,,"HAITONG BANK, S.A.",Portugal,2221000000.0,,1,-4.0,1.0,0,,unauffaellig,
report,rs:GDI8P8WHFH4PS5YTU851.CON,GDI8P8WHFH4PS5YTU851,CON,2025-12-31,,"HAITONG BANK, S.A.",Portugal,2112000000.0,-0.688,1,-4.0,0.8872,1403,,unauffaellig,
report,rs:GP5DT10VX1QRQUKVBK64.CON,GP5DT10VX1QRQUKVBK64,CON,2026-03-31,,AL Sydbank A/S,Denmark,18000.0,-6.388,,-3.0,0.5994,337,untergrenze|versatz,skaliert,10^6
report,rs:GTQYZJON3I7SXRNJTT73.IND,GTQYZJON3I7SXRNJTT73,IND,2025-12-31,,BSK 1818 AG,Germany,,0.048,,-4.0,0.7803,1793,,unauffaellig,
report,rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2025-06-30,,SBAB Bank AB - Grupp,Sweden,13650000000.0,-0.445,1,-3.0,0.9853,1178,,unauffaellig,
report,rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2025-09-30,,SBAB Bank AB - Grupp,Sweden,13640000000.0,-0.285,1,-3.0,1.0,328,,unauffaellig,
report,rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2025-12-31,,SBAB Bank AB - Grupp,Sweden,13930000000.0,-0.002,1,-3.0,0.9932,1667,,unauffaellig,
report,rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2026-03-31,,SBAB Bank AB - Grupp,Sweden,13970000000.0,-0.32,1,-3.0,0.9972,330,,unauffaellig,
report,rs:H8MIG1MMPR6JXUQVBM04.IND,H8MIG1MMPR6JXUQVBM04,IND,2025-12-31,,Bank BPH S.A.,Poland,574600.0,-3.984,,2.0,0.0,269,untergrenze|versatz,skaliert,10^3
report,rs:HWIPDOTRM1EKRPKYKH81.IND,HWIPDOTRM1EKRPKYKH81,IND,2025-12-31,,Northern Trust Global Services SE,Luxembourg,1419000000.0,-0.254,,-6.0,0.7179,232,,unauffaellig,
report,rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2025-06-30,,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,27710000000.0,-0.097,1,6.0,0.0,2710,,unauffaellig,
report,rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2025-09-30,,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,27900000000.0,-0.132,1,6.0,0.0,240,,unauffaellig,
report,rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2025-12-31,,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,28480000000.0,0.203,1,-3.0,0.9519,2676,,unauffaellig,
report,rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2026-03-31,,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,28970000000.0,-0.177,1,6.0,0.0,247,,unauffaellig,
report,rs:I6USJ58BDV2BO5KP3C31.CON,I6USJ58BDV2BO5KP3C31,CON,2025-06-30,,"MONETA Money Bank, a.s.",Czech,6777000000.0,,1,2.0,0.0,0,,unauffaellig,
report,rs:I6USJ58BDV2BO5KP3C31.CON,I6USJ58BDV2BO5KP3C31,CON,2025-12-31,,"MONETA Money Bank, a.s.",Czech,6800000000.0,-0.239,1,2.0,0.0,1319,,unauffaellig,
report,rs:I7ETN0QQO2AHZZGHJ389.IND,I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,,KOMMUNALBANKEN AS,Norway,,0.121,,-4.0,0.9136,654,,unauffaellig,
report,rs:I7ETN0QQO2AHZZGHJ389.IND,I7ETN0QQO2AHZZGHJ389,IND,2026-03-31,,KOMMUNALBANKEN AS,Norway,,-0.288,,-4.0,0.9887,117,,unauffaellig,
report,rs:J48C8PCSJVUBR8KCW529.CON,J48C8PCSJVUBR8KCW529,CON,2025-06-30,,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,26460000000.0,-0.015,1,-3.0,0.925,3344,,unauffaellig,
report,rs:J48C8PCSJVUBR8KCW529.CON,J48C8PCSJVUBR8KCW529,CON,2025-09-30,,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,24330000000.0,-0.131,1,-3.0,0.9973,361,,unauffaellig,
report,rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,,Banca Monte dei Paschi di Siena S.p.A.,Italy,45860000000.0,0.225,2,-3.0,0.9457,3314,,unauffaellig,
report,rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2025-09-30,,Banca Monte dei Paschi di Siena S.p.A.,Italy,85040000000.0,0.256,1,-3.0,0.9898,390,,unauffaellig,
report,rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,,Banca Monte dei Paschi di Siena S.p.A.,Italy,87710000000.0,0.711,1,-3.0,0.955,4400,,unauffaellig,
report,rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2026-03-31,,Banca Monte dei Paschi di Siena S.p.A.,Italy,89810000000.0,0.281,1,-3.0,0.9951,403,,unauffaellig,
report,rs:JLS56RAMYQZECFUF2G44.CON,JLS56RAMYQZECFUF2G44,CON,2025-06-30,,ING Belgie,Belgium,48210000000.0,0.119,,-6.0,0.5963,3238,,unauffaellig,
report,rs:JU1U6S0DG9YLT7N8ZV32.CON,JU1U6S0DG9YLT7N8ZV32,CON,2025-06-30,,"Banco Comercial Português, SA",Portugal,40820000000.0,0.001,1,-3.0,0.8675,4045,,unauffaellig,
report,rs:JU1U6S0DG9YLT7N8ZV32.CON,JU1U6S0DG9YLT7N8ZV32,CON,2025-09-30,,"Banco Comercial Português, SA",Portugal,41780000000.0,0.138,1,-3.0,1.0,406,,unauffaellig,
report,rs:JU1U6S0DG9YLT7N8ZV32.CON,JU1U6S0DG9YLT7N8ZV32,CON,2025-12-31,,"Banco Comercial Português, SA",Portugal,42900000000.0,0.326,1,-3.0,0.8804,4951,,unauffaellig,
report,rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2025-06-30,,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,,0.841,,-6.0,1.0,4115,,unauffaellig,
report,rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2025-09-30,,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,395300000000.0,1.001,1,-6.0,1.0,442,,unauffaellig,
report,rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,397200000000.0,1.371,1,-6.0,1.0,3491,,unauffaellig,
report,rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2026-03-31,,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,408900000000.0,0.992,1,-6.0,1.0,421,,unauffaellig,
report,rs:KFUXYFTU2LHQFQZDQG45.CON,KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,,Kereskedelmi és Hitelbank csoport,Hungary,7592000000.0,-0.524,1,-3.0,0.9462,1624,,unauffaellig,
report,rs:KFUXYFTU2LHQFQZDQG45.CON,KFUXYFTU2LHQFQZDQG45,CON,2025-09-30,,Kereskedelmi és Hitelbank csoport,Hungary,7540000000.0,-0.672,1,-3.0,1.0,355,,unauffaellig,
report,rs:KFUXYFTU2LHQFQZDQG45.CON,KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,,Kereskedelmi és Hitelbank csoport,Hungary,8332000000.0,-0.52,1,-3.0,0.8899,1860,,unauffaellig,
report,rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2025-06-30,,BNP Paribas Fortis,Belgium,187800000000.0,0.71,1,-6.0,0.7828,1733,,unauffaellig,
report,rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2025-09-30,,BNP Paribas Fortis,Belgium,184100000000.0,0.629,1,-6.0,0.9789,393,,unauffaellig,
report,rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2025-12-31,,BNP Paribas Fortis,Belgium,186600000000.0,1.213,1,-6.0,0.8721,2169,,unauffaellig,
report,rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2026-03-31,,BNP Paribas Fortis,Belgium,187900000000.0,0.545,1,-3.0,0.9883,398,,unauffaellig,
report,rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2025-06-30,,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,12620000000.0,-0.363,1,-3.0,0.8354,1404,,unauffaellig,
report,rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2025-09-30,,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,,-0.01,,-3.0,0.9902,202,,unauffaellig,
report,rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2025-12-31,,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,12900000000.0,0.0,1,-3.0,0.8339,1661,,unauffaellig,
report,rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2026-03-31,,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,,-0.144,,-3.0,0.9861,214,,unauffaellig,
report,rs:KX1WK48MPD4Y2NCUIZ63.CON,KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,,Natixis,France,103500000000.0,0.56,1,-6.0,0.8193,2691,,unauffaellig,
report,rs:KX1WK48MPD4Y2NCUIZ63.CON,KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,,Natixis,France,106800000000.0,0.977,1,-6.0,0.8472,3684,,unauffaellig,
report,rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2025-06-30,,Nykredit Realkredit A/S,Denmark,69180000000.0,0.103,1,-3.0,0.9905,2003,,unauffaellig,
report,rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2025-09-30,,Nykredit Realkredit A/S,Denmark,69020000000.0,0.11,1,-3.0,0.9797,380,,unauffaellig,
report,rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2025-12-31,,Nykredit Realkredit A/S,Denmark,69950000000.0,0.467,1,-3.0,0.9892,2590,,unauffaellig,
report,rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2026-03-31,,Nykredit Realkredit A/S,Denmark,69500000000.0,0.019,1,-3.0,1.0,370,,unauffaellig,
report,rs:LOO0AWXR8GF142JCO404.CON,LOO0AWXR8GF142JCO404,CON,2025-06-30,,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,33030000000.0,0.193,1,-6.0,0.9069,2150,,unauffaellig,
report,rs:LOO0AWXR8GF142JCO404.CON,LOO0AWXR8GF142JCO404,CON,2025-09-30,,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,33210000000.0,0.07,1,-6.0,0.9421,259,,unauffaellig,
report,rs:LOO0AWXR8GF142JCO404.CON,LOO0AWXR8GF142JCO404,CON,2025-12-31,,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,33610000000.0,0.537,1,-6.0,0.8765,2946,,unauffaellig,
report,rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2025-06-30,,Swedbank - Grupp,Sweden,79710000000.0,0.232,1,-6.0,0.8862,2802,,unauffaellig,
report,rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2025-09-30,,Swedbank - Grupp,Sweden,81470000000.0,0.458,1,-6.0,0.9858,418,,unauffaellig,
report,rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2025-12-31,,Swedbank - Grupp,Sweden,86130000000.0,0.561,1,-6.0,0.8908,3560,,unauffaellig,
report,rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2026-03-31,,Swedbank - Grupp,Sweden,87250000000.0,0.409,1,-6.0,0.9905,417,,unauffaellig,
report,rs:M6AD1Y1KW32H8THQ6F76.CON,M6AD1Y1KW32H8THQ6F76,CON,2025-06-30,,Piraeus Financial Holdings,Greece,36120000000.0,0.016,1,-3.0,0.9683,2437,,unauffaellig,
report,rs:M6AD1Y1KW32H8THQ6F76.CON,M6AD1Y1KW32H8THQ6F76,CON,2025-09-30,,Piraeus Financial Holdings,Greece,36600000000.0,0.042,1,-3.0,0.996,248,,unauffaellig,
report,rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2025-06-30,,Danske Bank A/S,Denmark,108000000000.0,0.508,1,-3.0,0.9797,3194,,unauffaellig,
report,rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2025-09-30,,Danske Bank A/S,Denmark,106900000000.0,0.521,1,-3.0,1.0,177,,unauffaellig,
report,rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2025-12-31,,Danske Bank A/S,Denmark,110100000000.0,0.83,1,-3.0,0.9887,4024,,unauffaellig,
report,rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2026-03-31,,Danske Bank A/S,Denmark,112100000000.0,0.481,1,-3.0,1.0,275,,unauffaellig,
report,rs:MKP1B7E76TN04CD85Z79.CON,MKP1B7E76TN04CD85Z79,CON,2025-06-30,,BANK OCHRONY ŚRODOWISKA SA,Poland,3309000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:MKP1B7E76TN04CD85Z79.CON,MKP1B7E76TN04CD85Z79,CON,2025-12-31,,BANK OCHRONY ŚRODOWISKA SA,Poland,3381000000.0,-0.443,1,-6.0,0.857,1644,,unauffaellig,
report,rs:MMYX0N4ZEZ13Z4XCG897.IND,MMYX0N4ZEZ13Z4XCG897,IND,2025-06-30,,THE BANK OF NEW YORK MELLON,Belgium,6105000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:MMYX0N4ZEZ13Z4XCG897.IND,MMYX0N4ZEZ13Z4XCG897,IND,2025-09-30,,THE BANK OF NEW YORK MELLON,Belgium,,,,-6.0,1.0,0,,unauffaellig,
report,rs:MMYX0N4ZEZ13Z4XCG897.IND,MMYX0N4ZEZ13Z4XCG897,IND,2025-12-31,,THE BANK OF NEW YORK MELLON,Belgium,6092000000.0,0.148,1,-6.0,0.7286,1738,,unauffaellig,
report,rs:N1FBEDJ5J41VKZLO2475.CON,N1FBEDJ5J41VKZLO2475,CON,2025-06-30,,Citibank Europe plc,Ireland,78460000000.0,0.341,1,-3.0,0.939,2446,,unauffaellig,
report,rs:N1FBEDJ5J41VKZLO2475.CON,N1FBEDJ5J41VKZLO2475,CON,2025-09-30,,Citibank Europe plc,Ireland,78080000000.0,0.68,1,-3.0,0.9971,309,,unauffaellig,
report,rs:N1FBEDJ5J41VKZLO2475.CON,N1FBEDJ5J41VKZLO2475,CON,2025-12-31,,Citibank Europe plc,Ireland,,0.264,,-3.0,0.9633,1204,,unauffaellig,
report,rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2025-06-30,,Crédit industriel et commercial - CIC,France,155200000000.0,0.701,1,-3.0,0.9885,3595,,unauffaellig,
report,rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2025-09-30,,Crédit industriel et commercial - CIC,France,156000000000.0,0.748,1,-3.0,1.0,272,,unauffaellig,
report,rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2025-12-31,,Crédit industriel et commercial - CIC,France,160900000000.0,0.978,1,-3.0,0.9839,4159,,unauffaellig,
report,rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2026-03-31,,Crédit industriel et commercial - CIC,France,162600000000.0,0.697,1,-3.0,1.0,274,,unauffaellig,
report,rs:N747OI7JINV7RUUH6190.CON,N747OI7JINV7RUUH6190,CON,2025-06-30,,BPER Banca S.p.A.,Italy,55600000000.0,0.272,1,-6.0,0.7391,3421,,unauffaellig,
report,rs:N747OI7JINV7RUUH6190.CON,N747OI7JINV7RUUH6190,CON,2025-09-30,,BPER Banca S.p.A.,Italy,82360000000.0,0.274,1,-6.0,0.9925,398,,unauffaellig,
report,rs:N747OI7JINV7RUUH6190.CON,N747OI7JINV7RUUH6190,CON,2025-12-31,,BPER Banca S.p.A.,Italy,80140000000.0,0.732,1,-6.0,0.8884,4178,,unauffaellig,
report,rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2025-06-30,,Svenska Handelsbanken - gruppen,Sweden,72520000000.0,-0.141,1,0.0,0.0,3319,,unauffaellig,
report,rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2025-09-30,,Svenska Handelsbanken - gruppen,Sweden,72490000000.0,0.453,1,0.0,0.0,368,,unauffaellig,
report,rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2025-12-31,,Svenska Handelsbanken - gruppen,Sweden,72050000000.0,0.148,1,0.0,0.0,3925,,unauffaellig,
report,rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2026-03-31,,Svenska Handelsbanken - gruppen,Sweden,73320000000.0,0.312,1,0.0,0.0,368,,unauffaellig,
report,rs:NICH5Q04ADUV9SN3Q390.CON,NICH5Q04ADUV9SN3Q390,CON,2025-06-30,,BRED - Banque populaire,France,,0.046,,-6.0,0.639,1704,,unauffaellig,
report,rs:NICH5Q04ADUV9SN3Q390.CON,NICH5Q04ADUV9SN3Q390,CON,2025-12-31,,BRED - Banque populaire,France,,0.582,,-6.0,0.8616,1420,,unauffaellig,
report,rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2025-06-30,,BNP PARIBAS BANK POLSKA S.A,Poland,23120000000.0,-0.248,1,0.0,0.0,1605,,unauffaellig,
report,rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2025-09-30,,BNP PARIBAS BANK POLSKA S.A,Poland,23320000000.0,-0.04,1,0.0,0.0,240,,unauffaellig,
report,rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2025-12-31,,BNP PARIBAS BANK POLSKA S.A,Poland,24570000000.0,0.067,1,0.0,0.0,2307,,unauffaellig,
report,rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2026-03-31,,BNP PARIBAS BANK POLSKA S.A,Poland,23990000000.0,-0.088,1,0.0,0.0,239,,unauffaellig,
report,rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2025-06-30,,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,65030000000.0,0.396,1,-3.0,0.9257,2690,,unauffaellig,
report,rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2025-09-30,,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,65150000000.0,0.368,1,-3.0,1.0,255,,unauffaellig,
report,rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2025-12-31,,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,66440000000.0,0.663,1,-3.0,0.9846,3397,,unauffaellig,
report,rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2026-03-31,,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,66450000000.0,0.326,1,-6.0,0.9886,260,,unauffaellig,
report,rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2025-06-30,,Société générale S.A.,France,388000000000.0,1.068,1,-6.0,0.954,2729,,unauffaellig,
report,rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2025-09-30,,Société générale S.A.,France,388500000000.0,1.16,1,-6.0,0.9905,456,,unauffaellig,
report,rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2025-12-31,,Société générale S.A.,France,393100000000.0,1.203,1,-6.0,0.8958,4421,,unauffaellig,
report,rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2026-03-31,,Société générale S.A.,France,397200000000.0,1.109,1,-6.0,1.0,459,,unauffaellig,
report,rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2025-06-30,,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,64460000000.0,0.288,1,-6.0,0.8749,1957,,unauffaellig,
report,rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2025-09-30,,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,65720000000.0,0.316,1,-6.0,0.9844,255,,unauffaellig,
report,rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2025-12-31,,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,69420000000.0,0.531,1,-6.0,0.7109,3186,,unauffaellig,
report,rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2026-03-31,,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,70360000000.0,0.291,1,-6.0,0.9922,257,,unauffaellig,
report,rs:PQOH26KWDF7CG10L6792.CON,PQOH26KWDF7CG10L6792,CON,2025-06-30,,Erste Group Bank AG,Austria,152600.0,-4.944,1,6.0,0.0,4792,untergrenze|versatz,skaliert,10^6
report,rs:PQOH26KWDF7CG10L6792.CON,PQOH26KWDF7CG10L6792,CON,2025-09-30,,Erste Group Bank AG,Austria,151100.0,-5.274,1,6.0,0.0,439,untergrenze|versatz,skaliert,10^6
report,rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2025-06-30,,Zagrebačka banka d.d.,Croatia,11670.0,-6.383,1,-3.0,0.3081,1284,untergrenze|versatz,skaliert,10^6
report,rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2025-09-30,,Zagrebačka banka d.d.,Croatia,11550.0,-6.37,1,-3.0,0.5292,234,untergrenze|versatz,skaliert,10^6
report,rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2025-12-31,,Zagrebačka banka d.d.,Croatia,12050.0,-5.877,1,-3.0,0.2218,2003,untergrenze|versatz,skaliert,10^6
report,rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2026-03-31,,Zagrebačka banka d.d.,Croatia,12290.0,-6.407,1,-3.0,0.5,246,untergrenze|versatz,skaliert,10^6
report,rs:PSNL19R2RXX5U3QWHI44.CON,PSNL19R2RXX5U3QWHI44,CON,2025-06-30,,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,46090000000.0,0.002,1,-3.0,0.9886,3185,,unauffaellig,
report,rs:PSNL19R2RXX5U3QWHI44.CON,PSNL19R2RXX5U3QWHI44,CON,2025-09-30,,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,45220000000.0,0.126,1,-3.0,1.0,379,,unauffaellig,
report,rs:PSNL19R2RXX5U3QWHI44.IND,PSNL19R2RXX5U3QWHI44,IND,2025-12-31,,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,34040000000.0,0.217,,-3.0,0.9216,1421,,unauffaellig,
report,rs:PWEFG14QWWESISQ84C69.CON,PWEFG14QWWESISQ84C69,CON,2025-12-31,,IKB Deutsche Industriebank Aktiengesellschaft,Germany,5614000000.0,-0.016,,-6.0,0.9978,379,,unauffaellig,
report,rs:Q5BP2UEQ48R75BOTCB92.CON,Q5BP2UEQ48R75BOTCB92,CON,2025-06-30,,"Československá obchodní banka, a.s.",Czech,21640000000.0,0.12,,-3.0,1.0,64,,unauffaellig,
report,rs:Q5BP2UEQ48R75BOTCB92.CON,Q5BP2UEQ48R75BOTCB92,CON,2025-12-31,,"Československá obchodní banka, a.s.",Czech,,0.349,,-3.0,0.9832,477,,unauffaellig,
